,id,Words,CER
1860,2205,می رسیم,0.31
1861,1224,گشت,0.31
1862,2854,سواری,0.31
1863,3379,دشوار,0.31
1864,2951,عرفان,0.31
1865,3096,مبارک,0.31
1866,362,ریسک,0.31
1867,3714,شاداب,0.311
1868,2637,بامیه,0.311
1869,2184,رسیدم,0.311
1870,1992,باخته اید,0.311
1871,1694,ترسیده ای,0.311
1872,2250,می زد,0.311
1873,2631,ایالت,0.311
1874,2653,پارچه,0.311
1875,596,شرم,0.311
1876,1379,ورزیده ای,0.311
1877,2346,می شکنم,0.312
1878,2904,صحبت,0.312
1879,3534,آبرو,0.312
1880,2053,ببرم,0.312
1881,3374,دختر,0.312
1882,3146,می توانم,0.312
1883,2196,رسیده ام,0.312
1884,2678,تسلی بخش,0.312
1885,2994,فرضی,0.312
1886,3193,نخود,0.312
1887,2915,طالب,0.312
1888,1268,گفته اند,0.312
1889,3338,تشکر,0.312
1890,993,اکتبر,0.313
1891,115,متوجه,0.313
1892,3409,روزگار ,0.314
1893,3868,والدین ,0.314
1894,3893,دامپزشک,0.314
1895,3020,کاراگاه,0.314
1896,2656,پرتغال,0.315
1897,2194,می رسیدید,0.315
1898,2747,دفن,0.315
1899,3762,فرش,0.315
1900,1166,گذشتیم,0.315
1901,2522,دانسته‌اند,0.315
1902,3785,کتاب خوان ,0.315
1903,2575,دویده اید,0.317
1904,2898,شنا,0.317
1905,706,کارساز,0.317
1906,2879,شپش,0.317
1907,185,دریافت,0.317
1908,524,هسته,0.317
1909,2518,دانسته‌ای,0.317
1910,1558,کشیده ایم,0.317
1911,3475,فرد,0.317
1912,3520,هدف,0.317
1913,1014,کاتر,0.317
1914,2562,دویدیم,0.317
1915,3079,گوسفند,0.317
1916,3443,شرمنده,0.317
1917,1060,زیگزاگ,0.317
1918,1422,بشنویم,0.317
1919,3784,کبوتر ,0.317
1920,245,شست,0.317
1921,1127,می‌میرد,0.317
1922,1038,ژیمناستیک,0.319
1923,1178,گذشته ایم,0.319
1924,1407,شنیده ام,0.319
1925,2429,خورده‌ای,0.319
1926,1927,انداختند,0.319
1927,2540,دریافتند,0.319
1928,2428,خورده‌ام,0.319
1929,2277,شدند,0.319
1930,1130,نمی‌فهمد,0.319
1931,2156,ربود,0.319
1932,3572,بوسه,0.319
1933,2208,برسی,0.319
1934,2174,می رباید,0.319
1935,3773,قالب,0.319
1936,191,مخترع,0.32
1937,3970,کیهان,0.32
1938,3434,سوختن,0.32
1939,3094,مانکن,0.32
1940,855,چوپان,0.32
1941,473,مشورت,0.32
1942,974,اعزام,0.32
1943,1479,بکاری,0.32
1944,3508,مفید ,0.32
1945,181,کاشتن,0.32
1946,1069,خلیفه,0.32
1947,2046,بردند,0.32
1948,2466,بدهیم,0.32
1949,2367,می شناختید,0.32
1950,1210,گرفته اند,0.321
1951,1952,ایستادم,0.321
1952,1580,می کوبم,0.321
1953,1665,پذیرفته,0.321
1954,2076,بسته ام,0.321
1955,2385,بشناسید,0.321
1956,3225,هفت سین,0.321
1957,1717,توانستی,0.321
1958,628,جوش,0.322
1959,3705,سمانه,0.322
1960,3760,فردوس,0.322
1961,2433,خورده‌اند,0.322
1962,1304,بماند,0.322
1963,2394,می‌خواندی,0.322
1964,887,راهبرد,0.322
1965,996,گرگ,0.322
1966,2432,خورده‌اید,0.322
1967,2735,دردناک,0.324
1968,1136,گذراند,0.324
1969,1168,گذشتند,0.324
1970,1278,بگویید,0.324
1971,2333,شکستند,0.324
1972,3839,مشتری ,0.325
1973,494,نیازمندی,0.325
1974,1345,می نوشتی,0.325
1975,3485,کادو,0.325
1976,1498,کرده,0.325
1977,2421,خوردند,0.325
1978,1671,بپذیرد,0.325
1979,1452,بفهمید,0.325
1980,1599,می گذاشت,0.325
1981,695,سرقت,0.325
1982,772,تونل,0.325
1983,3892,دارکوب,0.325
1984,3334,تخمه,0.325
1985,1818,بخوابد,0.325
1986,1159,بگذراند,0.325
1987,2805,روشنایی,0.325
1988,1135,گذراندی,0.325
1989,2197,رسیده ای,0.326
1990,1084,آماده شو,0.326
1991,2781,راهنمایی,0.326
1992,1257,می گفتم,0.327
1993,752,راز و نیاز,0.327
1994,1328,می میرد,0.328
1995,2576,دویده اند,0.328
1996,1560,کشیده اند,0.328
1997,2379,می شناسید,0.328
1998,1840,خواسته ای,0.328
1999,3577,پلاس,0.328
2000,1674,بپذیرند,0.329
2001,646,شهرداری,0.329
2002,3935,شبکیه,0.33
2003,3205,نگران,0.33
2004,1761,بخریم,0.33
2005,1723,توانسته ای,0.33
2006,2495,بدارد,0.33
2007,2389,خواند,0.33
2008,3965,کنفدراسیون,0.33
2009,2373,شناخته اید,0.33
2010,1487,کردیم,0.33
2011,3129,معتاد,0.33
2012,3342,تقویم,0.33
2013,234,فرزند,0.33
2014,3983,مانکن,0.33
2015,3923,سرهنگ,0.33
2016,3212,نماینده,0.331
2017,1977,می باختی,0.331
2018,3329,پنج شنبه,0.331
2019,1937,بیندازیم,0.331
2020,127,تصمیم,0.333
2021,2676,تراکتور,0.333
2022,224,مستقیم,0.333
2023,1284,ماندید,0.333
2024,828,زردالو,0.333
2025,719,استعمار,0.333
2026,983,سفال,0.333
2027,919,مازوت,0.333
2028,3685,ساندویچ ,0.333
2029,3795,گردون ,0.333
2030,2114,باشد,0.333
2031,3000,قاب,0.333
2032,3647,راضی,0.333
2033,2578,می دوی,0.333
2034,3665,روح,0.333
2035,868,ماکت,0.333
2036,1702,بترسیم,0.333
2037,3624,داماد,0.333
2038,2886,شرک,0.333
2039,119,وجود,0.333
2040,1464,می کاشیتد,0.333
2041,3798,گزارش گر ,0.333
2042,254,اعتراض,0.333
2043,38,حال,0.333
2044,3679,ساحل,0.333
2045,61,خسته,0.333
2046,2670,تبخال,0.333
2047,3013,قلب,0.333
2048,2823,زوج,0.333
2049,1566,کوبیدید,0.336
2050,1567,کوبیدند,0.336
2051,2674,تحقیق,0.337
2052,1515,کشتی,0.338
2053,10,دیگر,0.338
2054,2565,می دویدم,0.338
2055,3,را,0.338
2056,314,کودک,0.338
2057,3436,سینه,0.338
2058,3083,لازم,0.338
2059,464,روزنامه,0.338
2060,638,رودخانه,0.338
2061,1603,گذاشته ام,0.339
2062,3287,آزمایشگاه,0.339
2063,2431,خورده‌ایم,0.339
2064,4005,هموگلوبین,0.339
2065,1238,گشته اند,0.339
2066,1017,گاراژ,0.34
2067,755,سر افکندگی,0.34
2068,3529,یخچال,0.34
2069,1449,بفهمی,0.34
2070,3971,گاری ,0.34
2071,4000,نگار ,0.34
2072,1835,خواست,0.34
2073,938,انگور,0.34
2074,3361,حیوان,0.34
2075,1478,بکارم,0.34
2076,1811,خوابیده ای,0.34
2077,1186,می گذرند,0.34
2078,2162,می ربود,0.341
2079,1183,می گذرد,0.341
2080,1157,بگذرانم,0.341
2081,3775,قالیباف,0.341
2082,643,شارژ,0.342
2083,1986,باختید,0.342
2084,1453,بفهمند,0.342
2085,1966,بایستد,0.342
2086,2406,بخوانی,0.342
2087,727,جادو,0.342
2088,2988,فرخنده,0.342
2089,1167,گذشتید,0.343
2090,1119,می‌شود,0.343
2091,2392,خواندند,0.343
2092,2384,بشناسیم,0.343
2093,1859,می آورد,0.343
2094,1029,سوارکار,0.343
2095,1582,می کوبد,0.343
2096,1805,خوابیدی,0.343
2097,2451,می‌دادم,0.343
2098,4009,والیبال,0.343
2099,1145,می گذراندند,0.343
2100,873,چهارشنبه سوری,0.344
2101,3155,می‌توانم,0.344
2102,3210,نمازگزار,0.344
2103,3974,گرامافون,0.344
2104,1466,کاشته ام,0.344
2105,2597,آرایش,0.344
2106,1993,باخته اند,0.344
2107,917,لوکوموتیو,0.344
2108,2218,رفتند,0.344
2109,2154,ربودم,0.344
2110,736,شاگرد,0.345
2111,2491,داشته‌اید,0.345
2112,1725,توانسته ایم,0.345
2113,2165,می ربودند,0.346
2114,1041,قبیله,0.347
2115,432,قیمتی,0.347
2116,984,سنجاب,0.347
2117,496,جاسوس,0.347
2118,3614,حوزه,0.347
2119,1098,کشتن,0.347
2120,2701,چابک,0.347
2121,3748,عمیق,0.347
2122,3670,زلال,0.347
2123,3713,شاخص,0.347
2124,2721,خسیس,0.347
2125,3728,شیوه,0.347
2126,617,ورزشگاه,0.348
2127,1271, می گوید,0.348
2128,174,تبدیل,0.348
2129,2294,می شوید,0.349
2130,2106,بوده ام,0.349
2131,3467,عمومی,0.35
2132,1643,بپزید,0.35
2133,1995,ببازی,0.35
2134,2948,عجیب,0.35
2135,1985,باختیم,0.35
2136,3427,سفر,0.35
2137,3423,سالم ,0.35
2138,1556,کشیده ای,0.35
2139,3181,میهن,0.35
2140,318,لیتر,0.35
2141,1637,پخته اید,0.35
2142,2043,برد,0.35
2143,3152,می‌بیند,0.35
2144,669,گروه,0.35
2145,3389,دندان,0.35
2146,1489,کردند,0.35
2147,3247,وحشت,0.35
2148,3296,ارز,0.35
2149,3445,شکلات,0.35
2150,1703,بترسید,0.35
2151,1437,فهمیده ام,0.35
2152,3521,هدیه,0.35
2153,3011,قطار,0.35
2154,2418,خورد,0.35
2155,2474,می‌دهند,0.35
2156,1513,بکنند,0.35
2157,1471,کاشته اند,0.35
2158,3346,تماشا,0.35
2159,2564,دویدند,0.35
2160,506,غالب,0.35
2161,2395,می‌خواند,0.35
2162,1879,بیاورید,0.35
2163,1037,ظالم,0.35
2164,66,روشن,0.35
2165,313,کارمند,0.35
2166,2651,پادشاه,0.352
2167,3598,جگر,0.352
2168,302,ژست گرفتن,0.352
2169,1277,بگوییم,0.352
2170,3693,سرمایه,0.352
2171,3567,بال,0.352
2172,2826,ژامبون,0.352
2173,1310,مرد,0.352
2174,2642,برگه,0.353
2175,1175,گذشته ام,0.354
2176,433,کارشناسی,0.354
2177,902,لغت نامه,0.354
2178,2664,پیش نویس,0.354
2179,906,فرقه,0.355
2180,1842,خواسته ایم,0.355
2181,1579,کوبیده اند,0.355
2182,621,آیین نامه,0.356
2183,277,بی ادب,0.356
2184,2919,طبقه بندی,0.356
2185,525,چای,0.356
2186,22,اگر,0.356
2187,2324,بشویی,0.356
2188,1281,ماندی,0.356
2189,586,دوغ,0.356
2190,748,آماتور,0.356
2191,2301,بشوند,0.356
2192,1662,پذیرفتند,0.356
2193,2819,زناشویی,0.357
2194,2314,شسته ام,0.357
2195,2226,رفته ای,0.357
2196,863,اروپایی,0.357
2197,2997,فرهیخته,0.357
2198,2192,می رسید,0.357
2199,1658,پذیرفتی,0.357
2200,3864,هندوانه,0.357
2201,546,خانواده,0.357
2202,1497,کرده ای,0.357
2203,2164,می ربودید,0.358
2204,1669,بپذیرم,0.358
2205,3449,صابون ,0.358
2206,1623,می پخت,0.358
2207,1668,پذیرفته اند,0.359
2208,890,الکتروتراپی,0.359
2209,2862,سیاره,0.36
2210,35,اکنون,0.36
2211,1928,انداخته ام,0.36
2212,3869,وخامت,0.36
2213,3185,نارنج,0.36
2214,2083,ببندی,0.36
2215,3332,تبلیغ,0.36
2216,1788,بخندی,0.36
2217,552,بشقاب,0.36
2218,577,اسکان,0.36
2219,2166,ربوده ام,0.361
2220,1138,گذراندید,0.361
2221,2613,ازدحام,0.361
2222,1096,رفته,0.361
2223,3662,رنده,0.361
2224,2574,دویده ایم,0.361
2225,3704,سماق,0.361
2226,2649,بن بست,0.361
2227,2393,می‌خواندم,0.361
2228,2160,می ربودم,0.361
2229,3541,آموزشگاه,0.363
2230,2853,سوار,0.363
2231,2054,ببری,0.363
2232,3191,نخبه,0.363
2233,3927,سوژه,0.363
2234,3425,سرعت,0.363
2235,2070,بستم,0.363
2236,3966,کنیز,0.363
2237,3958,قلاب,0.363
2238,1661,پذیرفتید,0.363
2239,2841,سروکار داشتن,0.363
2240,3386,دلیل,0.363
2241,1509,بکنی,0.363
2242,1619,بگذارید,0.364
2243,3492,کیلوگرم,0.364
2244,3987,متوازی ,0.364
2245,1663,پذیرفته ام,0.365
2246,1115,می‌روند,0.365
2247,3611,حسابدار,0.365
2248,1393,بورزید,0.367
2249,2369,شناخته ام,0.367
2250,3237,هوش,0.367
2251,2615,اسانس,0.367
2252,2519,دانسته,0.367
2253,1991,باخته ایم,0.367
2254,3068,گلف,0.367
2255,1907,بیاییم,0.367
2256,3227,هلو,0.367
2257,3420,سالاد ,0.367
2258,401,قافیه,0.367
2259,2211,برسید,0.367
2260,299,زبان,0.367
2261,716,مذهب,0.367
2262,668,گرد,0.367
2263,36,نام ,0.367
2264,1392,بورزیم,0.367
2265,1040,راوی,0.367
2266,1054,پیشخدمت,0.367
2267,184,همراهی,0.367
2268,1058,خنجر,0.367
2269,995,آوا,0.367
2270,354,خطا,0.367
2271,1036,طبیب,0.367
2272,2603,آلیاژ,0.367
2273,130,حالت,0.367
2274,1235,گشته ای,0.367
2275,41,رسیدن,0.368
2276,1185,می گذرید,0.368
2277,1355,می نویسم,0.369
2278,2422,می‌خوردم,0.369
2279,3885,الکترون ,0.369
2280,2489,داشته,0.37
2281,227,سروکله زدن,0.37
2282,1631,پختید,0.37
2283,3290,آگاهی,0.37
2284,820,چمدان,0.37
2285,1511,بکنیم,0.37
2286,3115,محکوم,0.37
2287,3556,اسلاید,0.37
2288,2177,می ربایند,0.37
2289,1285,ماندند,0.37
2290,64,خواننده,0.371
2291,1227,گشتند,0.371
2292,3024,کارشناس,0.371
2293,3849,نادیده ,0.371
2294,900,سالنامه,0.371
2295,3167,می‌رویم,0.371
2296,952,زعفران,0.372
2297,575,آزمایش,0.372
2298,337,بیشعور,0.372
2299,1146,گذرانده ام,0.372
2300,1354,نوشته اند,0.372
2301,2399,خوانده‌ام,0.372
2302,971,پادشاه,0.372
2303,543,رایگان,0.372
2304,1147,گذرانده ای,0.372
2305,2544,دریافته ایم,0.373
2306,1727,توانسته اند,0.373
2307,3243,واکسیناسیون,0.373
2308,55,ثانیه,0.373
2309,947,قاچاق,0.373
2310,2556,دربیابیم,0.375
2311,2405,بخوانم,0.375
2312,40,هرگز,0.375
2313,323,معده,0.375
2314,214,ساخت,0.375
2315,3108,مجلس,0.375
2316,3426,سریع,0.375
2317,2358,شناختی,0.375
2318,2767,ذوب,0.375
2319,2172,می ربایم,0.375
2320,2403,خوانده‌اید,0.375
2321,257,برگه,0.375
2322,3579,پوکر,0.375
2323,1636,پخته ایم,0.375
2324,3009,قامت,0.375
2325,3270,آدرس,0.375
2326,68,زنگ زدن,0.376
2327,2171,ربوده اند,0.377
2328,2149,ببینی,0.378
2329,1094,رسیدن,0.378
2330,1056,تلسکوپ,0.378
2331,949,موز,0.378
2332,1101,گفتن ,0.378
2333,2672,تحریر,0.378
2334,763,قابلیت,0.378
2335,2380,می شناسند,0.378
2336,2681,تکثیر,0.378
2337,3634,دلفین,0.378
2338,1321,مرده ای,0.378
2339,3826,متوازن ,0.379
2340,3488,کاراگاه,0.379
2341,608,کاربر,0.379
2342,155,تهیه,0.379
2343,1158,بگذران,0.38
2344,2704,چترباز,0.38
2345,708,کارتن,0.38
2346,3074,گوارش,0.38
2347,3984,مبتذل,0.38
2348,1564,کوبید,0.38
2349,3444,شکلات,0.38
2350,2892,شکستن,0.38
2351,1517,کشتیم,0.38
2352,3471,غمگین,0.38
2353,2525,بداند,0.38
2354,3842,مملکت,0.38
2355,2778,راه آهن,0.381
2356,850,بدمینتون,0.381
2357,2340,شکسته ام,0.381
2358,2161,می ربودی,0.382
2359,1100,گذراندن ,0.382
2360,2407,بخواند,0.383
2361,404,کلید,0.383
2362,189,فرایند,0.383
2363,666,کافیین,0.383
2364,2490,داشته‌ایم,0.383
2365,944,اغتشاش,0.383
2366,3811,لطافت ,0.383
2367,3253,ورشکست,0.383
2368,2893,شکل,0.383
2369,540,بازو,0.383
2370,2554,دربیاب,0.383
2371,2382,بشناسی,0.383
2372,2439,بخورند,0.383
2373,3917,زیردریایی,0.383
2374,783,شاخ درآوردن,0.385
2375,2987,فرانسوی,0.386
2376,3054,گذراندن,0.386
2377,2643,برنامه,0.386
2378,2546,دریافته اند,0.386
2379,232,ضرورت,0.387
2380,3311,بالش,0.387
2381,3312,برتر,0.387
2382,1893,آمدی,0.387
2383,3356,چشمه,0.387
2384,264,سفید,0.387
2385,3786,کتری,0.387
2386,3829,مجلل,0.387
2387,3430,سقوط,0.387
2388,134,رفتار,0.387
2389,1313,مردند,0.389
2390,1190,بگذریم,0.389
2391,1099,کوبیدن ,0.389
2392,962,شبح,0.389
2393,1470,کاشته اید,0.389
2394,2167,ربوده ای,0.389
2395,1131,نمی‌فهمی,0.389
2396,2604,آمپرسنج,0.389
2397,2745,دشمن,0.389
2398,2173,می ربایی,0.389
2399,3722,شعر,0.389
2400,2227,رفته,0.389
2401,2638,بچه,0.389
2402,3580,پیامبر,0.389
2403,2319,شسته اند,0.389
2404,1164,گذشتی,0.389
2405,2244,زد,0.389
2406,3602,چاره,0.389
2407,691,زحمت دادن,0.389
2408,3587,تمبر,0.389
2409,2757,دوغ,0.389
2410,3553,اسطوره,0.389
2411,3640,دیکته,0.389
2412,3750,غافلگیری,0.389
2413,3288,آشغال,0.39
2414,3048,گالری,0.39
2415,3292,آهسته,0.39
2416,3121,مرتکب,0.39
2417,3484,کادر ,0.39
2418,2930,ظاهری,0.39
2419,1468,کاشته,0.39
2420,3496,گرما ,0.39
2421,1763,بخرند,0.39
2422,131,حساب,0.392
2423,3421,سالاد ,0.392
2424,3186,نارنگی,0.392
2425,657,غرور,0.392
2426,4004,هروئین,0.392
2427,1634,پخته ای,0.393
2428,2375,می شناسم,0.393
2429,1236,گشته,0.393
2430,1672,بپذیریم,0.393
2431,1618,بگذاریم,0.393
2432,1018,گارسن,0.393
2433,1418,می شنوند,0.394
2434,159,ضروری,0.394
2435,1531,کشته اند,0.394
2436,3211,نمایشگاه,0.394
2437,912,کارت گرافیک,0.394
2438,363,راننده,0.394
2439,213,زیاده روی,0.394
2440,1664,پذیرفته ای,0.395
2441,1577,کوبیده ایم,0.395
2442,3739,ظلم کردن ,0.395
2443,968,آکروبات,0.395
2444,332,اقیانوس,0.395
2445,1191,بگذرید,0.398
2446,3563,انقراض,0.398
2447,3548,ازدواج,0.398
2448,2152,ببینید,0.398
2449,2557,دربیابید,0.4
2450,1894,آمد,0.4
2451,100,حیف,0.4
2452,2377,می شناسد,0.4
2453,3596,جریمه,0.4
2454,4006,وات,0.4
2455,3807,لاک,0.4
2456,1424,بشنوند,0.4
2457,3087,لغزش,0.4
2458,3998,نخاله ,0.4
2459,2307,شستند,0.4
2460,3850,نجات ,0.4
2461,2933,ظلم کردن,0.4
2462,969,آمپر,0.4
2463,2352,بشکنم,0.4
2464,1530,کشته اید,0.4
2465,2168,ربوده,0.4
2466,2374,شناخته اند,0.4
2467,3846,مومن ,0.4
2468,2583,بدو,0.4
2469,327,هزینه,0.4
2470,1562,کوبیدم,0.4
2471,2550,دریابیم,0.4
2472,2732,دراچین,0.4
2473,2551,دریابید,0.4
2474,2848,سلف,0.4
2475,2696,جعفری,0.4
2476,3257,وسیله,0.4
2477,1338,نوشتم,0.4
2478,2579,می دود,0.4
2479,3818,مانتو,0.4
2480,1563,کوبیدی,0.4
2481,34,آن,0.4
2482,1492,می کرد,0.4
2483,3102,متعصب,0.4
2484,3907,رزم,0.4
2485,1871,آورده,0.4
2486,3687,سجاد ,0.4
2487,1334,بمیرد,0.4
2488,3501,متضاد ,0.4
2489,1082,کاربردی,0.4
2490,3955,فتیله,0.4
2491,3415,زحمت,0.4
2492,585,خلاصه,0.4
2493,3387,دماغ,0.4
2494,3343,تلخ,0.4
2495,290,درست,0.4
2496,2972,غروب,0.4
2497,954,روباه,0.4
2498,262,دکتر,0.4
2499,936,آلبالو,0.4
2500,3107,متوالی,0.4
2501,3043,کوفته,0.4
2502,1504,می کند,0.4
2503,436,گوینده,0.4
2504,3542,آهن,0.4
2505,3216,نواختن,0.4
2506,2400,خوانده‌ای,0.4
2507,1541,بکشیم,0.4
2508,2280,می شد,0.4
2509,740,غنیمت,0.4
2510,1061,تالاب,0.4
2511,2685,تنبل,0.403
2512,2753,دلمه,0.403
2513,2302,شستم,0.403
2514,2191,می رسیدی,0.403
2515,2235,می روند,0.405
2516,2225,رفته ام,0.405
2517,338,پایتخت,0.406
2518,1574,کوبیده ام,0.406
2519,51,تقریبا,0.406
2520,796,برزخ,0.406
2521,420,تکمیل,0.407
2522,65,داداش,0.407
2523,832,لوبیا,0.407
2524,907,فروند,0.407
2525,3920,سادیسم ,0.407
2526,3023,کاردستی,0.407
2527,1595,گذاشتید,0.407
2528,3631,دفن,0.407
2529,2750,دلپذیر,0.407
2530,2262,می زند,0.407
2531,3691,سرگروه,0.407
2532,655,فارغ,0.408
2533,1845,بخواهم,0.408
2534,729,جایگاه,0.408
2535,676,ناظم,0.408
2536,616,گربه,0.408
2537,1576,کوبیده,0.408
2538,605,فارغ‌التحصیل,0.408
2539,3050,گاومیش,0.408
2540,369,فیلم,0.408
2541,851,برنامه نویس,0.409
2542,253,استاد,0.41
2543,1642,بپزیم,0.41
2544,811,مبتکر,0.41
2545,3293,ابزار,0.41
2546,3824,متراژ,0.41
2547,2370,شناخته ای,0.411
2548,792,ناب,0.411
2549,453,خاص,0.411
2550,891,الکترولیت,0.411
2551,2622,اکتبر,0.411
2552,3699,سکسکه,0.411
2553,2300,بشوید,0.411
2554,2793,رفاقت,0.411
2555,578,افتضاح,0.411
2556,3669,زغال اخته ,0.411
2557,1352,نوشته ایم,0.411
2558,2762,دیکته,0.411
2559,3936,شجره نامه,0.411
2560,458,دستبند,0.411
2561,3285,آرایشگاه,0.412
2562,183,گفت و گو,0.412
2563,3200,نصیب,0.412
2564,2558,دربیابند,0.412
2565,457,درمانگاه,0.412
2566,791,مملو,0.412
2567,3337,ترمز,0.412
2568,1939,بیندازند,0.412
2569,3880,آچار,0.412
2570,3469,غلبه,0.412
2571,1988,باخته ام,0.412
2572,1117,می‌شنود,0.413
2573,478,برتری,0.413
2574,75,ظاهرا,0.413
2575,1935,بیندازی,0.414
2576,1657,پذیرفتم,0.414
2577,1876,بیاوری,0.417
2578,444,احتیاط,0.417
2579,2593,آثار,0.417
2580,3837,مشارکت,0.417
2581,3229,همه,0.417
2582,877,دمبل,0.417
2583,3759,غیرت,0.417
2584,2087,ببندند,0.417
2585,1139,گذراندند,0.417
2586,3559,افتتاح,0.417
2587,3255,وزن,0.417
2588,2537,دریافت,0.417
2589,447,بازه,0.417
2590,24,هم,0.417
2591,3844,مهاجم ,0.417
2592,1085,آمدم,0.417
2593,1924,انداخت,0.417
2594,813,نه,0.417
2595,2901,شهریور,0.417
2596,3975,گلادیتاتور ,0.418
2597,1217,بگیرم,0.418
2598,2460,داده‌ایم,0.419
2599,814,زغال,0.419
2600,3500,گوناگون ,0.419
2601,2176,می ربایید,0.42
2602,999,جعفری,0.42
2603,1983,باختی,0.42
2604,2957,عفونت,0.42
2605,352,خجالت,0.42
2606,3816,ماجرا,0.42
2607,1630,پختیم,0.42
2608,3828,مجری ,0.42
2609,3045,کوهان,0.42
2610,3857,نفرت ,0.42
2611,771,نابغه,0.42
2612,2829,ساختن,0.42
2613,2402,خوانده‌ایم,0.42
2614,3122,مرجوع,0.42
2615,1896,آمدید,0.42
2616,3190,نخاله,0.42
2617,3779,کارفرما,0.421
2618,1171,می گذشت,0.421
2619,1934,بیندازم,0.421
2620,1733,بتوانند,0.421
2621,2271,بزنند,0.422
2622,3701,سکونت,0.422
2623,3497,گفت و گو ,0.422
2624,897,ژانویه,0.422
2625,714,مبل,0.422
2626,602,عزیز,0.425
2627,1638,پخته اند,0.425
2628,3404,رضایت ,0.425
2629,3530,یکشنبه,0.425
2630,3277,شنبه,0.425
2631,3294,اتوبوس,0.425
2632,1989,باخته ای,0.425
2633,3516,نفس ,0.425
2634,764,قالب,0.425
2635,380,ابری,0.425
2636,322,مربع,0.425
2637,3372,دایی,0.425
2638,3633,دلپذیر,0.426
2639,3681,ساختگی,0.426
2640,2739,دستبند,0.426
2641,2153,ببینند,0.426
2642,2738,دسامبر,0.426
2643,42,مانند,0.427
2644,164,فراهم,0.427
2645,3978,گیاه شناسی ,0.427
2646,152,نهایتا,0.428
2647,2742,دستگیره,0.429
2648,3150,می‌آیند,0.429
2649,1716,توانستم,0.429
2650,3081,گوناگون,0.429
2651,2206,می رسند,0.429
2652,4018,یوزپلنگ,0.429
2653,1222,گشتم,0.429
2654,590,رژیم,0.429
2655,533,آموزشگاه,0.429
2656,463,روانپزشک,0.429
2657,3076,گورکن,0.43
2658,1700,بترسی,0.43
2659,3221,هدایت,0.43
2660,2436,بخورد,0.43
2661,3037,کنفدراسیون,0.43
2662,3474,فراهم,0.43
2663,3751,غربت,0.431
2664,2746,دفاع,0.431
2665,661,کادر,0.431
2666,1416,می شنویم,0.431
2667,1163,گذشتم,0.433
2668,2387,خواندم,0.433
2669,502,رونق,0.433
2670,678,ارادتمند,0.433
2671,124,اضطراب,0.433
2672,168,نازک,0.433
2673,576,آزمایشگاه,0.433
2674,3323,پشت,0.433
2675,79,کثیف,0.433
2676,1615,بگذارم,0.433
2677,117,ناراحت,0.433
2678,652,عجول,0.433
2679,16,کم,0.433
2680,2849,سمپاشی,0.433
2681,526,مداد,0.433
2682,358,دانشجو,0.433
2683,3198,نشر,0.433
2684,2404,خوانده‌اند,0.435
2685,2203,می رسی,0.435
2686,3912,رنج آور,0.436
2687,3969,کیمیاگر,0.436
2688,1726,توانسته اید,0.436
2689,2410,بخوانند,0.437
2690,2630,اورژانس,0.437
2691,2895,شلوغ,0.438
2692,3881,آمپر,0.438
2693,3240,واجب,0.438
2694,2887,شرکت,0.438
2695,2830,ساده,0.438
2696,3006,قاتل,0.438
2697,2464,بدهی,0.438
2698,3349,تنها,0.438
2699,808,سزاوار,0.439
2700,943,آبراهه,0.439
2701,3412,روغن ,0.44
2702,2520,دانسته‌ایم,0.44
2703,3284,آرایش,0.44
2704,3097,مبتذل,0.44
2705,3130,معتقد,0.44
2706,770,مصیبت,0.44
2707,2475,داشتم,0.44
2708,3910,رسمیت,0.44
2709,2944,عبارت,0.44
2710,3865,واجب ,0.44
2711,1789,بخندد,0.44
2712,1904,بیایم,0.44
2713,374,ماسک,0.442
2714,3499,گوارش ,0.442
2715,1457,کاشیتم,0.442
2716,664,کباب,0.442
2717,58,خارج,0.442
2718,1816,بخوابم,0.442
2719,3872,وظیفه ,0.442
2720,635,راکد,0.442
2721,522,شیوع,0.442
2722,2899,شنوایی,0.442
2723,3413,ریاضی ,0.442
2724,3796,گرمسیر ,0.443
2725,3805,گوساله ,0.443
2726,2929,ظاهربین,0.443
2727,1620,بگذارند,0.443
2728,2386,بشناسند,0.443
2729,548,استخوان,0.443
2730,2365,می شناخت,0.444
2731,1280,ماندم,0.444
2732,3770,قاب,0.444
2733,80,قبل,0.444
2734,3180,می‌نویسند,0.444
2735,915,لژیونر,0.444
2736,2202,می رسم,0.444
2737,2617,اسپاسم,0.444
2738,3565,باجه,0.444
2739,2336,می شکست,0.444
2740,782,سقوط کردن,0.444
2741,3776,قلب,0.444
2742,848,آسپرین,0.444
2743,43,پشت,0.444
2744,587,زرد,0.444
2745,188,غیر فعال,0.446
2746,923,هالتر,0.447
2747,1003,راهزن,0.447
2748,627,ترشی,0.448
2749,1588,بکوبیم,0.45
2750,3882,آنزیم,0.45
2751,1593,گذاشت,0.45
2752,3988,مجسمه ,0.45
2753,2461,داده‌اید,0.45
2754,3891,حباب,0.45
2755,1480,بکارد,0.45
2756,801,سعادت,0.45
2757,1892,آمدم,0.45
2758,454,خفیف,0.45
2759,2864,سید,0.45
2760,3138,ممنوع,0.45
2761,3889,تلسکوپ,0.45
2762,1339,نوشتی,0.45
2763,2949,عدل,0.45
2764,3364,خدمت,0.45
2765,114,لاغر,0.45
2766,870,لاله,0.45
2767,2468,بدهند,0.45
