,برچسب فولدر,words,Finglish,phonetic,phonetic-separated
1935,1936,بیندازد,bi andazad,bijandɑzad,b-i-j-a-n-d-ɑ-z-a-d
1936,1937,بیندازیم,bi andazim,bijandɑzim,b-i-j-a-n-d-ɑ-z-i-m
1937,1938,بیندازید,bi andazid,bijandɑzid,b-i-j-a-n-d-ɑ-z-i-d
1938,1939,بیندازند,bi andazand,bijandɑzand,b-i-j-a-n-d-ɑ-z-a-n-d
1939,1940,می اندازم,mi andazam,mi aːndɑzam,m-i_aː-n-d-ɑ-z-a-m
1940,1941,می اندازی,mi andazi,mi aːndɑzi,m-i_aː-n-d-ɑ-z-i
1941,1942,می اندازد,mi andazad,mi andɑzad,m-i_a-n-d-ɑ-z-a-d
1942,1943,می اندازیم,mi andazim,mi aːndɑzim,m-i_aː-n-d-ɑ-z-i-m
1943,1944,می اندازید,mi andazid,mi aːndɑzid,m-i_aː-n-d-ɑ-z-i-d
1944,1945,می اندازند,mi andazand,mi aːndɑzand,m-i_aː-n-d-ɑ-z-a-n-d
1945,1946,می ایستادم,mi istadam,mi iːstɑdam,m-i_iː-s-t-ɑ-d-a-m
1946,1947,می ایستادی,mi istadi,mi iːstɑdi,m-i_iː-s-t-ɑ-d-i
1947,1948,می ایستاد,mi istad,mi iːstɑd,m-i_iː-s-t-ɑ-d
1948,1949,می ایستادیم,mi istadim,mi iːstɑdim,m-i_iː-s-t-ɑ-d-i-m
1949,1950,می ایستادید,mi istadid,mi iːstɑdid,m-i_iː-s-t-ɑ-d-i-d
1950,1951,می ایستادند,mi istadand,mi iːstɑdand,m-i_iː-s-t-ɑ-d-a-n-d
1951,1952,ایستادم,istadam,iːstɑdam,iː-s-t-ɑ-d-a-m
1952,1953,ایستادی,istadi,iːstɑdi,iː-s-t-ɑ-d-i
1953,1954,ایستاد,istad,iːstɑd,iː-s-t-ɑ-d
1954,1955,ایستادیم,istadim,iːstɑdim,iː-s-t-ɑ-d-i-m
1955,1956,ایستادید,istadid,iːstɑdid,iː-s-t-ɑ-d-i-d
1956,1957,ایستادند,istadand,iːstɑdand,iː-s-t-ɑ-d-a-n-d
1957,1958,ایستاده ام,istade am,iːstɑdeː am,iː-s-t-ɑ-d-eː_a-m
1958,1959,ایستاده ای,istade i,iːstɑdeː iː,iː-s-t-ɑ-d-eː_iː
1959,1960,ایستاده,istade ,iːstɑdeː,iː-s-t-ɑ-d-eː
1960,1961,ایستاده ایم,istade im,iːstɑdeː iːm,iː-s-t-ɑ-d-eː_iː-m
1961,1962,ایستاده اید,istade id,iːstɑdeː iːd,iː-s-t-ɑ-d-eː_iː-d
1962,1963,ایستاده اند,istade and,iːstɑdeː and,iː-s-t-ɑ-d-eː_a-n-d
1963,1964,بایستم,beistam,bɑjestam,b-ɑ-j-e-s-t-a-m
1964,1965,بایستی,beisti,bɑjesti,b-ɑ-j-e-s-t-i
1965,1966,بایستد,beistad,beʔistad,b-e-ʔ-i-s-t-a-d
1966,1967,بایستیم,beistim,beʔistim,b-e-ʔ-i-s-t-i-m
1967,1968,بایستید,beistid,bɑjestid,b-ɑ-j-e-s-t-i-d
1968,1969,بایستند,beistand,bɑjestand,b-ɑ-j-e-s-t-a-n-d
1969,1970,می ایستم,mi istam,mi iːstam,m-i_iː-s-t-a-m
1970,1971,می ایستی,mi isti,mi iːsti,m-i_iː-s-t-i
1971,1972,می ایستد,mi istad,mi iːstad,m-i_iː-s-t-a-d
1972,1973,می ایستیم,mi istim,mi iːstim,m-i_iː-s-t-i-m
1973,1974,می ایستید,mi istid,mi iːstid,m-i_iː-s-t-i-d
1974,1975,می ایستند,mi istand,mi iːstand,m-i_iː-s-t-a-n-d
1975,1976,می باختم,mi bakhtam,mi bɑxtam,m-i_b-ɑ-x-t-a-m
1976,1977,می باختی,mi bakhti,mi bɑxti,m-i_b-ɑ-x-t-i
1977,1978,می باخت,mi bakht,mi bɑxt,m-i_b-ɑ-x-t
1978,1979,می باختیم,mi bakhtim,mi bɑxtim,m-i_b-ɑ-x-t-i-m
1979,1980,می باختید,mi bakhatid,mi bɑxtid,m-i_b-ɑ-x-t-i-d
1980,1981,می باختند,mi bakhtand,mi bɑxtand,m-i_b-ɑ-x-t-a-n-d
1981,1982,باختم,bakhtam,bɑxtam,b-ɑ-x-t-a-m
1982,1983,باختی,bakhti,bɑxti,b-ɑ-x-t-i
1983,1984,باخت,bakht,bɑxt,b-ɑ-x-t
1984,1985,باختیم,bakhtim,bɑxtim,b-ɑ-x-t-i-m
1985,1986,باختید,bakhtid,bɑxtid,b-ɑ-x-t-i-d
1986,1987,باختند,bakhtand,bɑxtand,b-ɑ-x-t-a-n-d
1987,1988,باخته ام,bakhte am,bɑxteː am,b-ɑ-x-t-eː_a-m
1988,1989,باخته ای,bakhte i,bɑxteː iː,b-ɑ-x-t-eː_iː
1989,1990,باخته,bakhte ,bɑxteː,b-ɑ-x-t-eː
1990,1991,باخته ایم,bakhte im,bɑxteː iːm,b-ɑ-x-t-eː_iː-m
1991,1992,باخته اید,bakhte id,bɑxteː iːd,b-ɑ-x-t-eː_iː-d
1992,1993,باخته اند,bakhte and,bɑxteː and,b-ɑ-x-t-eː_a-n-d
1993,1994,ببازم,bebaazam,bebɑzam,b-e-b-ɑ-z-a-m
1994,1995,ببازی,bebaazi,bebɑzi,b-e-b-ɑ-z-i
1995,1996,ببازد,bebaazad,bebɑzed,b-e-b-ɑ-z-e-d
1996,1997,ببازیم,bebaazim,bebɑzim,b-e-b-ɑ-z-i-m
1997,1998,ببازید,bebaazid,bebɑzid,b-e-b-ɑ-z-i-d
1998,1999,ببازند,bebaazand,bebɑzand,b-e-b-ɑ-z-a-n-d
1999,2000,می بازم,mi bazam,mi bɑzam,m-i_b-ɑ-z-a-m
2000,2001,می بازی,mi bazi,mi bɑzi,m-i_b-ɑ-z-i
2001,2002,می بازد,mi bazad,mi bɑzed,m-i_b-ɑ-z-e-d
2002,2003,می بازیم,mi bazim,mi bɑzim,m-i_b-ɑ-z-i-m
2003,2004,می بازید,mi bazid,mi bɑzid,m-i_b-ɑ-z-i-d
2004,2005,می بازند,mi bazand,mi bɑzand,m-i_b-ɑ-z-a-n-d
2005,2006,می بخشیدم,mi bakhshidam,mi baxʃidam,m-i_b-a-x-ʃ-i-d-a-m
2006,2007,می بخشیدی,mi bakhshidi,mi baxʃidi,m-i_b-a-x-ʃ-i-d-i
2007,2008,می بخشید,mi bakhshid,mi baxʃid,m-i_b-a-x-ʃ-i-d
2008,2009,می بخشیدیم,mi bakhshidim,mi baxʃidim,m-i_b-a-x-ʃ-i-d-i-m
2009,2010,می بخشیدید,mi bakhshidid,mi baxʃidid,m-i_b-a-x-ʃ-i-d-i-d
2010,2011,می بخشیدند,mi bakhshidand,mi baxʃidand,m-i_b-a-x-ʃ-i-d-a-n-d
2011,2012,بخشیدم,bakhshidam,baxʃidam,b-a-x-ʃ-i-d-a-m
2012,2013,بخشیدی,bakhshidi,baxʃidi,b-a-x-ʃ-i-d-i
2013,2014,بخشید,bakhshid,baxʃid,b-a-x-ʃ-i-d
2014,2015,بخشیدیم,bakhshidim,baxʃidim,b-a-x-ʃ-i-d-i-m
2015,2016,بخشیدید,bakhshidid,baxʃidid,b-a-x-ʃ-i-d-i-d
2016,2017,بخشیدند,bakhshidand,baxʃidand,b-a-x-ʃ-i-d-a-n-d
2017,2018,بخشیده ام,bakhshide am,baxʃideː am,b-a-x-ʃ-i-d-eː_a-m
2018,2019,بخشیده ای,bakhshide i,baxʃideː iː,b-a-x-ʃ-i-d-eː_iː
2019,2020,بخشیده,bakhshide,baxʃideː,b-a-x-ʃ-i-d-eː
2020,2021,بخشیده ایم,bakhshide im,baxʃideː iːm,b-a-x-ʃ-i-d-eː_iː-m
2021,2022,بخشیده اید,bakhshide id,baxʃideː iːd,b-a-x-ʃ-i-d-eː_iː-d
2022,2023,بخشیده اند,bakhshide and,baxʃideː and,b-a-x-ʃ-i-d-eː_a-n-d
2023,2024,ببخشم,bebakhsham,bebaxʃam,b-e-b-a-x-ʃ-a-m
2024,2025,ببخشی,bebakhshi,bebaxʃi,b-e-b-a-x-ʃ-i
2025,2026,ببخشد,bebakhshad,bebaxʃad,b-e-b-a-x-ʃ-a-d
2026,2027,ببخشیم,bebakhshim,bebaxʃim,b-e-b-a-x-ʃ-i-m
2027,2028,ببخشید,bebakhshid ,bebaxʃid,b-e-b-a-x-ʃ-i-d
2028,2029,ببخشند,bebakhshand,bebaxʃand,b-e-b-a-x-ʃ-a-n-d
2029,2030,می بخشم,mi bakhsham,mi baxʃam,m-i_b-a-x-ʃ-a-m
2030,2031,می بخشی,mi bakhshi,mi baxʃi,m-i_b-a-x-ʃ-i
2031,2032,می بخشد,mi bakhshand,mi baxʃad,m-i_b-a-x-ʃ-a-d
2032,2033,می بخشیم,mi bakhshim,mi baxʃim,m-i_b-a-x-ʃ-i-m
2033,2034,می بخشند,mi bakhshand,mi baxʃand,m-i_b-a-x-ʃ-a-n-d
2034,2035,می بردم,mi bordam,mi bordam,m-i_b-o-r-d-a-m
2035,2036,می بردی,mi bordi,mi bordi,m-i_b-o-r-d-i
2036,2037,می برد,mi bord,mi bord,m-i_b-o-r-d
2037,2038,می بردیم,mi bordim,mi bordim,m-i_b-o-r-d-i-m
2038,2039,می بردید,mi bordid,mi bordid,m-i_b-o-r-d-i-d
2039,2040,می بردند,mi bordand,mi bordand,m-i_b-o-r-d-a-n-d
2040,2041,بردم,bordam,bordam,b-o-r-d-a-m
2041,2042,بردی,bordi,bordi,b-o-r-d-i
2042,2043,برد,bord,bord,b-o-r-d
2043,2044,بردیم,bordim,bordim,b-o-r-d-i-m
2044,2045,بردید,bordid,bordid,b-o-r-d-i-d
2045,2046,بردند,bordand,bordand,b-o-r-d-a-n-d
2046,2047,برده ام,borde am,bordeː am,b-o-r-d-eː_a-m
2047,2048,برده ای,borde ii,bordeː iː,b-o-r-d-eː_iː
2048,2049,برده,borde,bordeː,b-o-r-d-eː
2049,2050,برده ایم,borde im,bordeː iːm,b-o-r-d-eː_iː-m
2050,2051,برده اید,borde id,bordeː iːd,b-o-r-d-eː_iː-d
2051,2052,برده اند,borde and,bordeː and,b-o-r-d-eː_a-n-d
2052,2053,ببرم,bebaram,bebaram,b-e-b-a-r-a-m
2053,2054,ببری,bebari,bebari,b-e-b-a-r-i
2054,2055,ببرد,bebarad,bebarad,b-e-b-a-r-a-d
2055,2056,ببریم,bebarim,bebarim,b-e-b-a-r-i-m
2056,2057,ببرید,bebarid,bebarid,b-e-b-a-r-i-d
2057,2058,ببرند,bebarand,bebarand,b-e-b-a-r-a-n-d
2058,2059,می برم,mi baram,mi beram,m-i_b-e-r-a-m
2059,2060,می بری,mi bari,mi bari,m-i_b-a-r-i
2060,2061,می بریم,mi barim,mi barim,m-i_b-a-r-i-m
2061,2062,می برید,mi barid,mi borid,m-i_b-o-r-i-d
2062,2063,می برند,mi barand,mi barand,m-i_b-a-r-a-n-d
2063,2064,می بستم,mi bastam,mi bastam,m-i_b-a-s-t-a-m
2064,2065,می بستی,mi basti,mi basti,m-i_b-a-s-t-i
2065,2066,می بست,mi bast,mi bast,m-i_b-a-s-t
2066,2067,می بستیم,mi bastim,mi bastim,m-i_b-a-s-t-i-m
2067,2068,می بستید,mi bastid,mi bastid,m-i_b-a-s-t-i-d
2068,2069,می بستند,mi bastand,mi bastand,m-i_b-a-s-t-a-n-d
2069,2070,بستم,bastam,bastam,b-a-s-t-a-m
2070,2071,بستی,basti,basti,b-a-s-t-i
2071,2072,بست,bast,bast,b-a-s-t
2072,2073,بستیم,bastim,bastim,b-a-s-t-i-m
2073,2074,بستید,bastid,bastid,b-a-s-t-i-d
2074,2075,بستند,bastand,bastand,b-a-s-t-a-n-d
2075,2076,بسته ام,baste am,basteː am,b-a-s-t-eː_a-m
2076,2077,بسته ای,baste i,basteː iː,b-a-s-t-eː_iː
2077,2078,بسته,baste,basteː,b-a-s-t-eː
2078,2079,بسته ایم,baste im,basteː iːm,b-a-s-t-eː_iː-m
2079,2080,بسته اید,baste id,basteː iːd,b-a-s-t-eː_iː-d
2080,2081,بسته اند,baste and,basteː and,b-a-s-t-eː_a-n-d
2081,2082,ببندم,bebandam,bebandam,b-e-b-a-n-d-a-m
2082,2083,ببندی,bebandi,bebandi,b-e-b-a-n-d-i
2083,2084,ببندد,bebandad,bebandad,b-e-b-a-n-d-a-d
2084,2085,ببندیم,bebandim,bebandim,b-e-b-a-n-d-i-m
2085,2086,ببندید,bebandid,bebandid,b-e-b-a-n-d-i-d
2086,2087,ببندند,bebandand,bebandand,b-e-b-a-n-d-a-n-d
2087,2088,می بندم,mi bandam,mi bandam,m-i_b-a-n-d-a-m
2088,2089,می بندی,mi bandi,mi bandi,m-i_b-a-n-d-i
2089,2090,می بندد,mi bandad,mi bandad,m-i_b-a-n-d-a-d
2090,2091,می بندیم,mi bandim,mi bandim,m-i_b-a-n-d-i-m
2091,2092,می بندید,mi bandid,mi bandid,m-i_b-a-n-d-i-d
2092,2093,می بندند,mi bandand,mi bandand,m-i_b-a-n-d-a-n-d
2093,2094,می بودم,mi boodam,mi buːdam,m-i_b-uː-d-a-m
2094,2095,می بودی,mi boodi,mi buːdi,m-i_b-uː-d-i
2095,2096,می بود,mi bood,mi buːd,m-i_b-uː-d
2096,2097,می بودیم,mi boodim,mi buːdim,m-i_b-uː-d-i-m
2097,2098,می بودید,mi boodid,mi buːdid,m-i_b-uː-d-i-d
2098,2099,می بودند,mi boodand,mi buːdand,m-i_b-uː-d-a-n-d
2099,2100,بودم,boodam,buːdam,b-uː-d-a-m
2100,2101,بودی,boodi,buːdi,b-uː-d-i
2101,2102,بود,bood,buːd,b-uː-d
2102,2103,بودیم,boodim,buːdim,b-uː-d-i-m
2103,2104,بودید,boodid,buːdid,b-uː-d-i-d
2104,2105,بودند,boodand,buːdand,b-uː-d-a-n-d
2105,2106,بوده ام,boode am,buːdeː am,b-uː-d-eː_a-m
2106,2107,بوده ای,boode i,buːdeː iː,b-uː-d-eː_iː
2107,2108,بوده,boode,buːdeː,b-uː-d-eː
2108,2109,بوده ایم,boode im,buːdeː iːm,b-uː-d-eː_iː-m
2109,2110,بوده اید,boode id,buːdeː iːd,b-uː-d-eː_iː-d
2110,2111,بوده اند,boode and,buːdeː and,b-uː-d-eː_a-n-d
2111,2112,باشم,basham,bɑʃam,b-ɑ-ʃ-a-m
2112,2113,باشی,bashi,bɑʃi,b-ɑ-ʃ-i
2113,2114,باشد,bashad,bɑʃad,b-ɑ-ʃ-a-d
2114,2115,باشیم,bashim,bɑʃim,b-ɑ-ʃ-i-m
2115,2116,باشید,bashid,bɑʃid,b-ɑ-ʃ-i-d
2116,2117,باشند,bashand,bɑʃand,b-ɑ-ʃ-a-n-d
2117,2118,می باشم,mi basham,mi bɑʃam,m-i_b-ɑ-ʃ-a-m
2118,2119,می باشی,mi bashi,mi bɑʃi,m-i_b-ɑ-ʃ-i
2119,2120,می باشد,mi bashad,mi bɑʃad,m-i_b-ɑ-ʃ-a-d
2120,2121,می باشیم,mi bashim,mi bɑʃim,m-i_b-ɑ-ʃ-i-m
2121,2122,می باشید,mi bashid,mi bɑʃid,m-i_b-ɑ-ʃ-i-d
2122,2123,می باشند,mi bashand,mi bɑʃand,m-i_b-ɑ-ʃ-a-n-d
2123,2124,دیدم,didam,didam,d-i-d-a-m
2124,2125,دیدی,didi,didi,d-i-d-i
2125,2126,دید,did,did,d-i-d
2126,2127,دیدیم,didim,didim,d-i-d-i-m
2127,2128,دیدید,didid,didid,d-i-d-i-d
2128,2129,دیدند,didand,didand,d-i-d-a-n-d
2129,2130,می دیدم,mi didam,mi didam,m-i_d-i-d-a-m
2130,2131,می دیدی,mi didi,mi didi,m-i_d-i-d-i
2131,2132,می دید,mi did,mi did,m-i_d-i-d
2132,2133,می دیدیم,mi didim,mi didim,m-i_d-i-d-i-m
2133,2134,می دیدید,mi didid,mi didid,m-i_d-i-d-i-d
2134,2135,می دیدند,mi didand,mi didand,m-i_d-i-d-a-n-d
2135,2136,دیده ام,dide am,dideː am,d-i-d-eː_a-m
2136,2137,دیده ای,dide i,dideː iː,d-i-d-eː_iː
2137,2138,دیده,dide,dideː,d-i-d-eː
2138,2139,دیده ایم,dide im,dideː iːm,d-i-d-eː_iː-m
2139,2140,دیده اید,dide id,dideː iːd,d-i-d-eː_iː-d
2140,2141,دیده اند,dide and,dideː and,d-i-d-eː_a-n-d
2141,2142,می بینم,mi binam,mi binam,m-i_b-i-n-a-m
2142,2143,می بینی,mi bini,mi bini,m-i_b-i-n-i
2143,2144,می بیند,mi binad,mi binad,m-i_b-i-n-a-d
2144,2145,می بینیم,mi binim,mi binim,m-i_b-i-n-i-m
2145,2146,می بینید,mi binid,mi binid,m-i_b-i-n-i-d
2146,2147,می بینند,mi binand,mi binand,m-i_b-i-n-a-n-d
2147,2148,ببینم,bebinam,bebinam,b-e-b-i-n-a-m
2148,2149,ببینی,bebini,bebini,b-e-b-i-n-i
2149,2150,ببیند,bebinad,babiand,b-a-b-i-a-n-d
2150,2151,ببینیم,bebinim,bebinim,b-e-b-i-n-i-m
2151,2152,ببینید,bebinid,bebinid,b-e-b-i-n-i-d
2152,2153,ببینند,bebinand,bebinand,b-e-b-i-n-a-n-d
2153,2154,ربودم,roboodam,robuːdam,r-o-b-uː-d-a-m
2154,2155,ربودی,roboodi,robuːdi,r-o-b-uː-d-i
2155,2156,ربود,robood,robuːd,r-o-b-uː-d
2156,2157,ربودیم,roboodim,robuːdim,r-o-b-uː-d-i-m
2157,2158,ربودید,roboodid,robuːdid,r-o-b-uː-d-i-d
2158,2159,ربودند,roboodand,robuːdand,r-o-b-uː-d-a-n-d
2159,2160,می ربودم,mi roboodam,mi robuːdam,m-i_r-o-b-uː-d-a-m
2160,2161,می ربودی,mi roboodi,mi robuːdi,m-i_r-o-b-uː-d-i
2161,2162,می ربود,mi robood,mi robuːd,m-i_r-o-b-uː-d
2162,2163,می ربودیم,mi roboodim,mi robuːdim,m-i_r-o-b-uː-d-i-m
2163,2164,می ربودید,mi roboodid,mi robuːdid,m-i_r-o-b-uː-d-i-d
2164,2165,می ربودند,mi roboodand,mi robuːdand,m-i_r-o-b-uː-d-a-n-d
2165,2166,ربوده ام,roboode am,robuːdeː am,r-o-b-uː-d-eː_a-m
2166,2167,ربوده ای,roboode i,robuːdeː iː,r-o-b-uː-d-eː_iː
2167,2168,ربوده,roboode,robuːdeː,r-o-b-uː-d-eː
2168,2169,ربوده ایم,roboode im,robuːdeː iːm,r-o-b-uː-d-eː_iː-m
2169,2170,ربوده اید,roboode id,robuːdeː iːd,r-o-b-uː-d-eː_iː-d
2170,2171,ربوده اند,roboode and,robuːdeː and,r-o-b-uː-d-eː_a-n-d
2171,2172,می ربایم,mi robayam,mi robɑjam,m-i_r-o-b-ɑ-j-a-m
2172,2173,می ربایی,mi robaii,mi robɑiː,m-i_r-o-b-ɑ-iː
2173,2174,می رباید,mi robayad,mi robɑjad,m-i_r-o-b-ɑ-j-a-d
2174,2175,می رباییم,mi robaiim,mi robɑiːm,m-i_r-o-b-ɑ-iː-m
2175,2176,می ربایید,mi robaiid,mi robɑiːd,m-i_r-o-b-ɑ-iː-d
2176,2177,می ربایند,mi robayand,mi robɑjand,m-i_r-o-b-ɑ-j-a-n-d
2177,2178,بربایم,berobayam,berobɑjam,b-e-r-o-b-ɑ-j-a-m
2178,2179,بربایی,berobaii,berobɑiː,b-e-r-o-b-ɑ-iː
2179,2180,برباید,berobayad,barbɑjad,b-a-r-b-ɑ-j-a-d
2180,2181,برباییم,berobaiim,berobɑiːm,b-e-r-o-b-ɑ-iː-m
2181,2182,بربایید,berobaiid,berobɑiːd,b-e-r-o-b-ɑ-iː-d
2182,2183,بربایند,berobayand,berobɑjand,b-e-r-o-b-ɑ-j-a-n-d
2183,2184,رسیدم,residam,residam,r-e-s-i-d-a-m
2184,2185,رسیدی,residi,residi,r-e-s-i-d-i
2185,2186,رسید,resid,resid,r-e-s-i-d
2186,2187,رسیدیم,residim,residim,r-e-s-i-d-i-m
2187,2188,رسیدید,residid,residid,r-e-s-i-d-i-d
2188,2189,رسیدند,residand,residand,r-e-s-i-d-a-n-d
2189,2190,می رسیدم,mi residam,mi residam,m-i_r-e-s-i-d-a-m
2190,2191,می رسیدی,mi residi,mi residi,m-i_r-e-s-i-d-i
2191,2192,می رسید,mi resid,mi resid,m-i_r-e-s-i-d
2192,2193,می رسیدیم,mi residim,mi residim,m-i_r-e-s-i-d-i-m
2193,2194,می رسیدید,mi residid,mi residid,m-i_r-e-s-i-d-i-d
2194,2195,می رسیدند,mi residand,mi residand,m-i_r-e-s-i-d-a-n-d
2195,2196,رسیده ام,reside am,resideː am,r-e-s-i-d-eː_a-m
2196,2197,رسیده ای,reside i,resideː iː,r-e-s-i-d-eː_iː
2197,2198,رسیده,reside,resideː,r-e-s-i-d-eː
2198,2199,رسیده ایم,reside im,resideː iːm,r-e-s-i-d-eː_iː-m
2199,2200,رسیده اید,reside id,resideː iːd,r-e-s-i-d-eː_iː-d
2200,2201,رسیده اند,reside and,resideː and,r-e-s-i-d-eː_a-n-d
2201,2202,می رسم,mi resam,mi rasm,m-i_r-a-s-m
2202,2203,می رسی,mi resi,mi rosi,m-i_r-o-s-i
2203,2204,می رسد,mi resad,mi resad,m-i_r-e-s-a-d
2204,2205,می رسیم,mi resim,mi rasim,m-i_r-a-s-i-m
2205,2206,می رسند,mi resand,mi rasand,m-i_r-a-s-a-n-d
2206,2207,برسم,beresam,beresam,b-e-r-e-s-a-m
2207,2208,برسی,beresi,beresi,b-e-r-e-s-i
2208,2209,برسد,beresad,beresad,b-e-r-e-s-a-d
2209,2210,برسیم,beresim,beresim,b-e-r-e-s-i-m
2210,2211,برسید,beresid,beresid,b-e-r-e-s-i-d
2211,2212,یرسند,beresand,jarsand,j-a-r-s-a-n-d
2212,2213,رفتم,raftam,raftam,r-a-f-t-a-m
2213,2214,رفتی,raftam,rafti,r-a-f-t-i
2214,2215,رفت,raft,raft,r-a-f-t
2215,2216,رفتیم,raftim,raftim,r-a-f-t-i-m
2216,2217,رفتید,raftid,raftid,r-a-f-t-i-d
2217,2218,رفتند,raftand,raftand,r-a-f-t-a-n-d
2218,2219,می رفتم,mi raftam,mi raftam,m-i_r-a-f-t-a-m
2219,2220,می رفتی,mi rafti,mi rafti,m-i_r-a-f-t-i
2220,2221,می رفت,mi raft,mi raft,m-i_r-a-f-t
2221,2222,می رفتیم,mi raftim,mi raftim,m-i_r-a-f-t-i-m
2222,2223,می رفتید,mi raftid,mi raftid,m-i_r-a-f-t-i-d
2223,2224,می رفتند,mi raftand,mi raftand,m-i_r-a-f-t-a-n-d
2224,2225,رفته ام,rafte am,rafteː am,r-a-f-t-eː_a-m
2225,2226,رفته ای,rafte i,rafteː iː,r-a-f-t-eː_iː
2226,2227,رفته,rafte,rafteː,r-a-f-t-eː
2227,2228,رفته ایم,rafte im,rafteː iːm,r-a-f-t-eː_iː-m
2228,2229,رفته اید,rafte id,rafteː iːd,r-a-f-t-eː_iː-d
2229,2230,رفته اند,rafte and,rafteː and,r-a-f-t-eː_a-n-d
2230,2231,می روم,mi ravam,mi ravam,m-i_r-a-v-a-m
2231,2232,می روی,mi ravi,mi ruje,m-i_r-u-j-e
2232,2233,می رود,mi ravad,mi ravad,m-i_r-a-v-a-d
2233,2234,می روید,mi ravid,mi ravid,m-i_r-a-v-i-d
2234,2235,می روند,mi ravand,mi ravand,m-i_r-a-v-a-n-d
2235,2236,بروم,beravam,beravam,b-e-r-a-v-a-m
2236,2237,بروی,beravi,beravi,b-e-r-a-v-i
2237,2238,برود,beravad,beravad,b-e-r-a-v-a-d
2238,2239,برویم,beravim,beravim,b-e-r-a-v-i-m
2239,2240,بروید,beravid,beravid,b-e-r-a-v-i-d
2240,2241,بروند,beravand,beravand,b-e-r-a-v-a-n-d
2241,2242,زدم,zadam,zadam,z-a-d-a-m
2242,2243,زدی,zadi,zadi,z-a-d-i
2243,2244,زد,zad,zad,z-a-d
2244,2245,زدیم,zadim,zadim,z-a-d-i-m
2245,2246,زدید,zadid,zadid,z-a-d-i-d
2246,2247,زدند,zadand,zadand,z-a-d-a-n-d
2247,2248,می زدم,mi zadam,mi zadam,m-i_z-a-d-a-m
2248,2249,می زدی,mi zadi,mi zadi,m-i_z-a-d-i
2249,2250,می زد,mi zad,mi zad,m-i_z-a-d
2250,2251,می زدیم,mi  zadim,mi zadim,m-i_z-a-d-i-m
2251,2252,می زدید,mi zazdid,mi zadid,m-i_z-a-d-i-d
2252,2253,می زدند,mi zadand,mi zadand,m-i_z-a-d-a-n-d
2253,2254,زده ام,zade am,zadeː am,z-a-d-eː_a-m
2254,2255,زده ای,zade i,zadeː iː,z-a-d-eː_iː
2255,2256,زده,zade,zadeː,z-a-d-eː
2256,2257,زده ایم,zade im,zadeː iːm,z-a-d-eː_iː-m
2257,2258,زده اید,zade id,zadeː iːd,z-a-d-eː_iː-d
2258,2259,زده اند,zade and,zadeː and,z-a-d-eː_a-n-d
2259,2260,می زنم,mi zanam,mi zanam,m-i_z-a-n-a-m
2260,2261,می زنی,mi zani,mi zani,m-i_z-a-n-i
2261,2262,می زند,mi zanad,mi zanad,m-i_z-a-n-a-d
2262,2263,می زنیم,mi zanim,mi zanim,m-i_z-a-n-i-m
2263,2264,می زنید,mi zanid,mi zanid,m-i_z-a-n-i-d
2264,2265,می زنند,mi zanand,mi zanand,m-i_z-a-n-a-n-d
2265,2266,بزنم,bezanam,bezanam,b-e-z-a-n-a-m
2266,2267,بزنی,bezani,bezani,b-e-z-a-n-i
2267,2268,بزند,bezanad,bezanad,b-e-z-a-n-a-d
2268,2269,بزنیم,bezanim,bezanim,b-e-z-a-n-i-m
2269,2270,بزنید,bezanid,bezanid,b-e-z-a-n-i-d
2270,2271,بزنند,bezanand,bezanand,b-e-z-a-n-a-n-d
2271,2272,شدم,shodam,ʃodam,ʃ-o-d-a-m
2272,2273,شدی,shodi,ʃodi,ʃ-o-d-i
2273,2274,شد,shod,ʃod,ʃ-o-d
2274,2275,شدیم,shodim,ʃodim,ʃ-o-d-i-m
2275,2276,شدید,shodid,ʃadid,ʃ-a-d-i-d
2276,2277,شدند,shodand,ʃodand,ʃ-o-d-a-n-d
2277,2278,می شدم,mi shodam,mi ʃodam,m-i_ʃ-o-d-a-m
2278,2279,می شدی,mi shodi,mi ʃodi,m-i_ʃ-o-d-i
2279,2280,می شد,mi shod,mi ʃod,m-i_ʃ-o-d
2280,2281,می شدیم,mi shodim,mi ʃodim,m-i_ʃ-o-d-i-m
2281,2282,می شدید,mi shodid,mi ʃadid,m-i_ʃ-a-d-i-d
2282,2283,می شدند,mi shodand,mi ʃodand,m-i_ʃ-o-d-a-n-d
2283,2284,شده ام,shode am,ʃodeː am,ʃ-o-d-eː_a-m
2284,2285,شده ای,shode i,ʃodeː iː,ʃ-o-d-eː_iː
2285,2286,شده,shode,ʃodeː,ʃ-o-d-eː
2286,2287,شده ایم,shode im,ʃodeː iːm,ʃ-o-d-eː_iː-m
2287,2288,شده اید,shode id,ʃodeː iːd,ʃ-o-d-eː_iː-d
2288,2289,شده اند,shode and,ʃodeː and,ʃ-o-d-eː_a-n-d
2289,2290,می شوم,mi shavam,mi ʃavam,m-i_ʃ-a-v-a-m
2290,2291,می شوی,mi shavi,mi ʃavi,m-i_ʃ-a-v-i
2291,2292,می شود,mi shavad,mi ʃavad,m-i_ʃ-a-v-a-d
2292,2293,می شویم,mi shavim,mi ʃavim,m-i_ʃ-a-v-i-m
2293,2294,می شوید,mi shavid,mi ʃavid,m-i_ʃ-a-v-i-d
2294,2295,می شوند,mi shavand,mi ʃavand,m-i_ʃ-a-v-a-n-d
